time,pos_w_x,pos_w_y,pos_w_z,vel_w_x,vel_w_y,vel_w_z,ang_vel_b_x,ang_vel_b_y,ang_vel_b_z,quat_b_to_w_w,quat_b_to_w_x,quat_b_to_w_y,quat_b_to_w_z,F_net_w_x,F_net_w_y,F_net_w_z,Tau_b_x,Tau_b_y,Tau_b_z
0.9100000000000006,8.815819036775641,-8.198700976748949,-19.370775331734535,10.945826662298122,-10.384870296801912,-12.89802921480333,0.0,-8.94011988577775,-8.985007498214536,-0.5676858530014539,-0.12610933883902106,-0.803127186224582,-0.1296762495855828,-47.81646481185481,50.06020020085483,-62.353439834496456,0.0,-9.933466539753063,-9.983341664682815
0.9200000000000006,8.92118994790838,-8.298218273167743,-19.506807832606466,10.537091113273782,-9.951729641879442,-13.603250087193127,0.0,-9.03945455117528,-9.084840914861363,-0.6086814817005222,-0.0952510656254037,-0.7815630694294701,-0.0979451726021632,-40.873554902434115,43.314065492246925,-70.52208723897974,0.0,-9.933466539753063,-9.983341664682815
0.9300000000000006,9.02324213885878,-8.394156884283497,-19.650587397860214,10.205219095040155,-9.593861111575329,-14.377956525374877,0.0,-9.13878921657281,-9.184674331508191,-0.647587195473998,-0.06365671706814992,-0.7565011576183411,-0.06545720092042923,-33.187201823362685,35.786853030411365,-77.47064381817503,0.0,-9.933466539753063,-9.983341664682815
0.9400000000000006,9.122807976570975,-8.487337423403634,-19.802670955652562,9.95658377121956,-9.318053912013657,-15.208355779234877,0.0,-9.23812388197034,-9.284507748155018,-0.6841538661543276,-0.03144800608829862,-0.7279414791576236,-0.032337490022692705,-24.86353238205954,27.580719956167222,-83.03992538599998,0.0,-9.933466539753063,-9.983341664682815
0.9500000000000006,9.220771185524582,-8.578636363786922,-19.963463258913997,9.796320895360672,-9.129894038328784,-16.07923032614327,0.0,-9.33745854736787,-9.384341164801846,-0.7181326822614076,0.0012435331264277385,-0.6959039223955445,0.0012787055546800083,-16.02628758588873,18.815987368487182,-87.08745469083964,0.0,-9.933466539753063,-9.983341664682815
0.9600000000000006,9.31805283343919,-8.66897230029724,-20.133204723205886,9.72816479146085,-9.033593651031723,-16.974146429188753,0.0,-9.4367932127654,-9.484174581448674,-0.7492768661260116,0.03427680495417801,-0.660429388283797,0.03524629940299751,-6.815610389982246,9.630038729706103,-89.49161030454806,0.0,-9.933466539753063,-9.983341664682815
0.9700000000000006,9.415595846032167,-8.759290663482295,-20.311961755893133,9.754301259297643,-9.031836318505572,-17.875703268724905,0.0,-9.53612787816293,-9.584007998095501,-0.7773435047085332,0.06750150689365181,-0.6215808649960479,0.06941073782424348,2.6136467836791812,0.17573325261493009,-90.15568395361525,0.0,-9.933466539753063,-9.983341664682815
0.9800000000000006,9.514348269005325,-8.850547094457857,-20.499619962195165,9.875242297315776,-9.125643097556292,-18.76582063020325,0.0,-9.63546254356046,-9.683841414742329,-0.802095487502675,0.10075858376891587,-0.5794444083041407,0.10360846688274523,12.094103801813256,-9.380677905071995,-89.01173614783471,0.0,-9.933466539753063,-9.983341664682815
0.9900000000000007,9.61524554405501,-8.94368973871773,-20.695880581720882,10.08972750496857,-9.314264425987192,-19.626061952571803,0.0,-9.734797208957989,-9.783674831389156,-0.823303543224882,0.13388078598371828,-0.5341300108829007,0.13766750644930445,21.44852076527936,-18.86213284309,-86.024132236855,0.0,-9.933466539753063,-9.983341664682815
1.0000000000000007,9.719192112646432,-9.039640765394095,-20.900260464819652,10.39465685914223,-9.595102667636604,-20.437988309877184,0.0,-9.834131874355519,-9.883508248035984,-0.8407483652199977,0.1666933355935828,-0.48577234324916896,0.1714081351126552,30.4929354173661,-28.08382416494119,-81.19263573053809,0.0,-9.933466539753063,-9.983341664682815
1.0100000000000007,9.823138681237854,-9.13559179207046,-21.103659347918423,10.39465685914223,-9.595102667636604,-20.339888309877185,0.0,-9.834131874355519,-9.883508248035984,-0.8541089331621788,0.19869610910436786,-0.43505485222024126,0.20431608375009047,0.0,0.0,9.81,0.0,0.0,0.0
1.0200000000000007,9.927085249829275,-9.231542818746826,-21.306077231017195,10.39465685914223,-9.595102667636604,-20.241788309877187,0.0,-9.834131874355519,-9.883508248035984,-0.8633203430254116,0.2297336409061197,-0.3822239172443076,0.23623148952017484,0.0,0.0,9.81,0.0,0.0,0.0
1.0300000000000007,10.031031818420697,-9.327493845423191,-21.507514114115967,10.39465685914223,-9.595102667636604,-20.143688309877188,0.0,-9.834131874355519,-9.883508248035984,-0.8683378468926931,0.25965515441657144,-0.32753618462509215,0.26699931123489085,0.0,0.0,9.81,0.0,0.0,0.0
1.0400000000000007,10.134978387012119,-9.423444872099557,-21.70796999721474,10.39465685914223,-9.595102667636604,-20.04558830987719,0.0,-9.834131874355519,-9.883508248035984,-0.8691370703360097,0.28831529453557597,-0.27125732076509484,0.2964700825310116,0.0,0.0,9.81,0.0,0.0,0.0
1.0500000000000007,10.23892495560354,-9.519395898775922,-21.907444880313513,10.39465685914223,-9.595102667636604,-19.94748830987719,0.0,-9.834131874355519,-9.883508248035984,-0.8657141308243659,0.3155748337626336,-0.21366072159028296,0.32450063795964823,0.0,0.0,9.81,0.0,0.0,0.0
1.0600000000000007,10.342871524194962,-9.615346925452288,-22.105938763412283,10.39465685914223,-9.595102667636604,-19.84938830987719,0.0,-9.834131874355519,-9.883508248035984,-0.8580856565846504,0.3413013485472805,-0.1550261844256902,0.35095480846671595,0.0,0.0,9.81,0.0,0.0,0.0
1.0700000000000007,10.446818092786383,-9.711297952128653,-22.303451646511053,10.39465685914223,-9.595102667636604,-19.751288309877193,0.0,-9.834131874355519,-9.883508248035984,-0.8462887058237182,0.3653698625867086,-0.0956385487737921,0.37570408288575863,0.0,0.0,9.81,0.0,0.0,0.0
1.0800000000000007,10.550764661377805,-9.807248978805019,-22.499983529609825,10.39465685914223,-9.595102667636604,-19.653188309877194,0.0,-9.834131874355519,-9.883508248035984,-0.8303805867040953,0.3876634539455561,-0.03578631259859245,0.39862823222967997,0.0,0.0,9.81,0.0,0.0,0.0
1.0900000000000007,10.654711229969227,-9.903200005481384,-22.695534412708597,10.39465685914223,-9.595102667636604,-19.555088309877195,0.0,-9.834131874355519,-9.883508248035984,-0.810438578947845,0.40807382304855394,0.024239769162654974,0.41961589374864783,0.0,0.0,9.81,0.0,0.0,0.0
